identifier,hierarcylevel,type,prefLabel,altLabel,translation,description,parent,related,source,creator,closeMatch,relatedMatch,seeAlso 
GA33BC,3,Q2,Salzsäure,HCl,hydrochlorid acid@en,"anorganische Mineralsäure mit Summenformel HCl, die in der Konservierung und Restaurierung vor allem für die Entfernung von Kalkablagerungen und anderen mineralischen Verunreinigungen verwendet wird. Aufgrund der stark ätzenden Wirkung und gesundheitsgefährdenden Dämpfen ist bei der Anwendung besondere Vorsicht geboten. ",FGF575,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 182.",LEIZA,https://cameo.mfa.org/wiki/Hydrochloric_acid,,
AA69FB,3,Q2,Ameisensäure,,formic acid@en,,FGF575,,,LEIZA,https://cameo.mfa.org/wiki/Formic_acid,,
GBC8AC,3,Q2,Zitronensäure,,citric acid@en,"organische Tricarbonsäure mit der chemischen Summenformel C6H8O7, die in der Konservierung und Restaurierung als mildes Reinigungsmittel für die Entfernung von Kalkablagerungen, Oxidationsschichten und anderen minderalischen Verunreinigungen auf originalen Oberflächen verwendet wird. Darüber hinaus kann Zitrönensäure auch als Komplexbilder eingesetzte werden, um Metallionen zu binden. ",FGF575,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 182/183.",LEIZA,https://cameo.mfa.org/wiki/Citric_acid,,
B7B8B6,2,Q3,[Adhäsivstoff],Klebemittel|Festigungsmittel| Bindemittel,,"strukturierender Sammelbegriff für Materialien, die die Fähigkeit haben, andere Materialien durch Adhäsion (Haftung) zu verbinden. Adhäsivstoffe werden in der Restaurierung sowohl für Klebungen, Festigungen, Ergänzungen als auch als schützender Überzug sowie für die Herstellung wissenschaftlicher Nachbildungen verwendet.",C364G1,,,LEIZA,,,
A1D125,3,Q2,synthetisches Polymer,Kunststoff| synthetisches Harz,synthetic polymer@en,"Durch Polymerisation von einem oder mehreren kleineren Einheiten, sog. Monomeren, künstlich hergestellter großer, langkettiger Molekülverbund. ",B7B8B6,,"Barbara Stuart, Analytical Techniques in Materials Conservation (West Sussex 2007).| Joel R. Fried, Polymer Science and Technology (New Jersey 2014)3.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2.",LEIZA,,,
CD13GA,4,Q2,Cyclododecan,,,"organischer, cyclischer Kohlenwasserstoff, der aufgrund seiner spezifischen Eigenschaften in der Konservierung und Restaurierung als temporäres Festigungsmittel bzw. Schutzüberzug verwendet wird. Cyclododecan bildet bei Raumtemperatur zunächst einen wachsartigen, weißlichen Feststoff der mit der Zeit von festen direkt in den gasförmigen Zustand wechselt. Auf diese Weise können empfindliche Teilbereiche eines Objektes zeitweise mit Cyclododecan abgedeckt werden, um vor der Bearbeitung des restlichen Objektes geschützt zu werden (mechanische Beanspruchung, Lösemittelbehandlung, etc.), ohne im Anschluss wieder aufwendigen Entfernungsmethoden unterzogen zu werden. ",A1D125,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.99, 112/113.",LEIZA,,,
AF31AG,4,Q2,Epoxidharz,,epoxy resin@en,"synthetisch hergestelltes duroplastisches Harzsystem, dass aus zwei Komponenten besteht. Die eine Komponente trägt dabei eine Epoxidgruppe und die Andere fungiert als Härter, indem sie mit der Epoxidgruppe eine vernetzende Reaktion eingeht. Durch die Variation einer oder beider Komponenten lässt sich eine große Bandbreite unterschiedlicher Polymere herstellen, wobei die Zugabe von Beschleunigern, Verdünnungsmitteln, Weichmachern und weiteren Additiven die Komplexität der Grundrezeptur zusätzlich erhöht. Die meisten in der Konservierung und Restaurierung verwendeten Epoxidharze bestehen aus Diglycidylether des Bisphenol A, da diese eine starke Klebekraft, ein gutes Penetrationsvermögen und weitere für die Anwendungen in der Konservierung/Restaurierung nützliche Eigenschaften aufweisen. Aufgrund der quervernetzten Struktur nach der Aushärtung sind epoxidharze jedoch nur noch schwer chemisch lösbar und somit nicht/kaum reversibel.",A1D125,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| DIN EN 12670| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 289 - 297.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 212.",LEIZA,https://cameo.mfa.org/wiki/Epoxy,,
D2D671,5,Q2,Araldite 2020,Araldit 20/20,,"Produktname eines niedrigviskosen, bei Raumtemperatur aushärtenden Zweikomponenten-Systems auf Epoxidharzbasis der Firma Huntsman Corporation. Araldit 20/20 wird aus zwei Komponenten (Harz A und Härter B) angemischt und wurde speziell für das Kleben, Vergießen und Beschichten von Glas und ähnlichen Materialien entwickelt. Es zeichnet sich durch eine gute Haftung, Beständigkeit und hohe Transparenz aus. Araldite 20/20 zeigt eine ähnliche Lichtbrechung wie Glas, wodurch es bei der Verwendung als Glasklebstoff die geklebten Bruchkanten weniger bis kaum sichtbar erscheinen lässt. ",AF31AG,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 210, 212.| https://www.ruderer.de/fileadmin/Dokumente/Araldite_2020.pdf",LEIZA,,,
A57386,5,Q2,Araldit BY 158,,,"Produktname eines niedrigviskosen Epoxidharzes der Firma Huntsman Corporation, basierend auf Bisphenol-A und einem reaktiven Verdünnungsmittel. In Kombination mit aliphatischen und/oder cycloaliphatischen Aminen wird Araldite BY 158 vor allem in industriellen Injektionssystemen verwendet, um stabile und widerstandsfähige Verbindungen zu schaffen.",AF31AG,,https://info.lindberg-lund.no/produktblad/Norge/4-6%20TD/ARA-158.pdf,LEIZA,,,
DAA17A,5,Q2,RenPaste™ SV/HV 427,Araldit SV 426,,"Produktname einer zweikomponentigen, kalt aushärtende Epoxidharzpaste der Firma Huntsman Corporation, die sich durch gute Haftung, geringe Dichte und gute Bearbeitbarkeit mit Werkzeugen auszeichnet. Sie wird in der Konservierung und Restaurierung für Reparaturen an Modellen, Formen oder Oberflächen eingesetzt und ermöglicht präzise Formgebung bei minimaler Schrumpfung. Die Paste ist einfach zu verarbeiten, härtet bei Raumtemperatur aus und bietet eine stabile, langlebige Struktur.",AF31AG,,https://www.kremer-pigmente.com/elements/resources/products/files/97970_TDB.pdf,LEIZA,,,
D5F7BC,5,Q2,Araldit AY 103,,,"Produktname eines niedrigviskosen Epoxidharz-Zweikomponentensystems der Firma Huntsman Corporation, das eine hohe Haftung auf Metall, Keramik, Glas und Kunststoffen bietet. Es ist lösungsmittelfrei, leicht aufzutragen und härtet bei Raumtemperatur aus. Die Mischung weist eine hohe Zugscherfestigkeit und eine gute Wärmebeständigkeit bis ca. 50°C auf",AF31AG,,https://www.filzring.de/intern/datasheets/ARA/AY103-1/TDB_ARA_AY103-1_HY991_DE.pdf,LEIZA,,,
D8B3D6,5,Q2,Araldit XB 260,,,,AF31AG,,,LEIZA,,,
C3G438,5,Q2,UHU Plus Schnellfest,,,,AF31AG,,,LEIZA,,,
G12F98,5,Q2,UHU Plus Endfest 300,,,,AF31AG,,,LEIZA,,,
D38147,5,Q2,Hxtal NYL-1,,,"Produktname eines Epoxidklebstoffes der in den 80er Jahren von Herber Hillary, in Zusammenarbeit mit den Laboratorien von Texaco und Shell, speziell für die Konservierung und Restaurierung entwickelt wurde. Es wird, anders als die meisten anderen Epoxidharze, durch die Reaktion eines cycloaliphatischen Epoxidharzes mit einer Mischung von Aminen als Härter synthetisiert. Hxtal NYL-01 wurde insbesondere für die Klebung und Ergänzung von Gläsern und Keramiken hergestellt und zeigt einen ähnlichen Brechungsindex wie die meisten Gläser. ",AF31AG,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 210, 212.| I.Sideridou, E. Vouvoudi, G. Papadopoulos, Epoxy polymer Hxtal NYL-1™ used in restoration and conservation: irradiation with short and long wavelengths and study of photo-oxidation by FT–IR spectroscopy, J. Cult. Herit., 18 (2016), S. 279-289. https://doi.org/10.1016/j.culher.2015.09.005| https://www.hxtal.de/index.html (aufgerufen am 31.10.2024).",LEIZA,,,
BB9249,5,Q2,EPO-TEK 301,,,"Produktname eines zweikomponentigen, bei Raumtemperatur aushärtenden Epoxidharzes der Firma Epoxy Technology. Es zeichnet sich durch eine sehr niedrige Viskosität sowie gute optische und mechanische Eigenschaften aus.",AF31AG,,https://www.epotek.com/docs/en/Datasheet/301.pdf,LEIZA,,,
F5G8DB,5,Q2,Ebalta AH 100,AH 100,,"Produktname eines ungefüllten, dünnflüssigen Epoxidharzes der Firma Ebalta, basierend auf dem Reaktionsprodukt Bisphenol-A-Epichlorhydrin. AH steht für Allzweckharz und ist somit für Laminier-, Gieß- oder Klebe-Anwendungen geeignet.",AF31AG,,https://ebalta.com/downloads/de/datenblatt/ah-100-tg.pdf,LEIZA,,,
A99485,5,Q2,Biresin LS/LM,,,,AF31AG,,,LEIZA,,,
GFD582,4,Q2,Acrylharz,Polyacrylat| Acrylpolymere,acrylic resin@en| polyacrylate@en,"synthetisches, thermoplastisches Polymere auf Basis von Acrylsäureestern oder Methacrylsäureestern, das durch die Polymerisation von Acrylat- oder Methylacrylat-Monomeren hergestellt wird. Grundsätzlich weist Acrylharz eine hohe Transperenz, gute Altersbeständigkeit und Reversibilität auf, die jedoch je nach genauer chemischer Zusammensetzung des verwendeten Produktes variieren kann. Aufgrund der guten Eigenschaften ist Acrylharz in der Konservierung und Restaurierung einer der am häufigsten als Klebstoff, Bindemittel, Festigungsmittel und für Schutzüberzug verwendeten Stoffe. ",A1D125,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S 153- 171.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 191.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 216/217.",LEIZA,http://vocab.getty.edu/page/aat/300014426,,
A14455,5,Q2,Paraloid B72,Acryloid B72| Paraloid B-72,,"Produktname für ein synthestisches Acrylharz der Firma Rohm und Haas (heute Teil von Dow Chemicals), bestehend aus Ethylmethacrylat und Methylacrylat sowie einem kleinen Anteil Butylmethacrylat. Aufgrund seiner hervorragenden Eigenschaften hinsichtlich Alterungsbeständigkeit, Transparenz und Reversibilität ist Paraloid B72 eines der am häufigsten eingesetzten Materialien in der Konservierung und Restaurierung. In verschiedenen organischen Lösungsmitteln gelöst wird es als Klebstoff, Bindemittel, Festigungsmittel und für Schutzüberzug für unterschiedliche Materialien verwendet.",GFD582,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 159.|Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 191/192.|Jane L. Down (2015) The evaluation of selected poly(vinyl acetate) and acrylic adhesives: A final research update, Studies in Conservation, 60:1, 33-54, DOI: 10.1179/2047058414Y.0000000129.",LEIZA,,,https://www.dow.com/en-us/document-viewer.html?docPath=/content/dam/dcc/documents/884/884-01223-01-paraloid-b-72-solid-grade-thermoplastic-acrylic-resin-tds.pdf
AFF6GA,5,Q2,Paraloid B44,,,"Produktname eines synthetischen Acrylharzes der Firma Rohm und Haas (heute Teil von Dow Chemicals) auf Basis von Methylmethacrylat und Ethylacrylat sowie einem geringem Anteil Butylmethacrylat. Ähnlich wie Paraloid B72 zeigt es gute Alterungsbeständigkeit, Transparenz und Reversibilität, ist in verschiedenen organischen Lösungsmitteln löslich und wird als Klebstoff, Bindemittel, Festigungsmittel und für Schutzüberzüge verwendet. Im Gegensatz zu Paraloid B72 besitzt es eine höhere Glasübergangstemperatur (ca. 60°C), wodurch Paraloid B44 besonders für die Verwendung in wärmeren Umgebungen geeignet ist.",GFD582,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 191/192.| Jane L. Down (2015) The evaluation of selected poly(vinyl acetate) and acrylic adhesives: A final research update, Studies in Conservation, 60:1, 33-54, DOI: 10.1179/2047058414Y.0000000129.",LEIZA,,,https://www.dow.com/en-us/document-viewer.html?docPath=/content/dam/dcc/documents/884/884-00171-01-paraloid-b44-solid-grade-thermoplastic-acrylic-resin-tds.pdf
B8ABD9,5,Q2,Paraloid B48N,,,"Produktname eines synthetischen Acrylharzes der Firma Rohm und Haas (heute Teil von Dow Chemicals), welches von Seiten des Herstellers als Methyl-Methacrylat-Copolymer angegeben wird. Paraloid B48N zeigt ein gutes Löslichkeitsverhalten in verschiedenen, organischen Lösungsmittel wie Toluol, MEK, einigen Estern und Acetaten, ist jedoch unlöslich in den meisten Alkoholen. Seine Glasübergangstemperatur liegt bei ca.  50°C. Im Vergleich zu Paraloid B72 zeigt es eine höhere Härte, geringere Flexibilität sowie eine geringere Alterungsbeständigkeit. ",GFD582,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 94.| https://www.dow.com/en-us/document-viewer.html?docPath=/content/dam/dcc/documents/884/884-00173-01-paraloid-b48n-solid-grade-thermoplastic-acrylic-resin-tds.pdf ",LEIZA,,,
B15G98,5,Q2,Kallocryl,,,"Produktname eines synthetischen Acrylharzes der Firma SPEIKO - Spezialitäten GmbH, auf Basis von Polymethylmethacrylat (PMMA).  Es zeigt ähnliche Eigenschaften wie Paraloid B72, ist jedoch etwas härter und besitzt eine höhere Glasübergangstemperatur (ca. 50-60°C). Kallocryl wurde ursprünglich für den Dentalbereich, für die Erstellung von Prothesen entiwckelt und ist daher für Anwendungen im Bereich der Konservierung/Restaurierung noch nicht soweit erforscht wie andere PMMA basierte Polymere. ",GFD582,, https://www.dension-dental.de/Anleitungen/Kallocryl_20210520_INT.pdf,LEIZA,,,
G23A9A,5,Q2,Technovit 5071,,,,GFD582,,,LEIZA,,,
A64281,5,Q2,Technovit 2000 LC,,,Produktname eines lichthärtendes Methacrylharzes der Firma Heraeus Kulzer GmbH und Co. KG,GFD582,,,LEIZA,,,
C77887,5,Q2,Acrystal,,,"Produktname einer lösungsmittelfreien Gieß- und Laminiermasse auf Basis von wässrigen Acrylharzen und natürlichen Mineralkristallen (Calciumsulfat - Gips) der Firma Acrystal. Das System ist für Ausformungen oder den Stützkapselbau beim Abformen eine geeignete Alternative zu Reaktionsharzen (Epoxid-, Polyester-,Polyurethan, etc.)",GFD582,,https://www.acrystal.fr/Produits.de.htm,LEIZA,,,
B69C57,5,Q2,Acrylic One,,,"Produktname einer lösungsmittelfreien Gieß- und Laminiermasse auf Basis von wässrigen Acrylharzen und natürlichen Mineralkristallen (Calciumsulfat - Gips) der Firma Acrylic One. Das System ist für Ausformungen oder den Stützkapselbau beim Abformen eine geeignete Alternative zu Reaktionsharzen (Epoxid-, Polyester-,Polyurethan, etc.)",GFD582,,https://acrylicone.shop/,LEIZA,,,
CG2863,5,Q2,Ebacryl,,,,GFD582,,,LEIZA,,,
C4A859,5,Q2,Plastogen G,,,Methylmethacrylat,GFD582,,,LEIZA,,,
C622FG,5,Q2,Plastogen EP,,,,GFD582,,,LEIZA,,,
GBA321,5,Q2,Plexigum,,,,GFD582,,,LEIZA,,,
A1C48C,5,Q2,Lascaux 498 HY,,,"Produktname einer wässrigen Acrylatdispersion auf Butyl-Methacrylat-Basis, die speziell für die Konservierung und Restaurierung entwickelt wurde. Das Material bildet einen zähelastischen, extrem zugfesten Film, der sich durch hohe Transparenz, Licht- und Alterungsbeständigkeit sowie Reversibilität auszeichnet. Die Dispersion ist wasserverdünnbar, bildet jedoch nach der Trocknung einen wasserfesten Film. Dieser bleibt permanent löslich in organischen Lösungsmitteln wie Aceton, Alkohol, Toluol und Xylol. Es eignet sich sowohl für Nass- als auch für Trockenapplikationen und wird häufig als Klebemittel für empfindliche Materialien wie Textilien, Papier und Kunstwerke eingesetzt. ",GFD582,,https://www.kremer-pigmente.com/elements/resources/products/files/81000-81004.pdf,LEIZA,,,
D5B73B,5,Q2,Plexisol B 597,,,,GFD582,,,LEIZA,,,
D9F783,5,Q2,Cyanacrylat,Sekundenkleber| Cyanoacrylat,cyanoacrylate@en,"Schnellklebstoff auf Basis von Monomeren der Alkylcyanacrylate und weiteren Zusatzstoffen (Weichmacher, Stabilisatoren, etc.), der sich durch eine sehr schnelle Aushärtung  auszeichnet. Durch Kontakt mit Feuchtigkeit auf der Objektoberfläche oder der Luft wird eine anionische Polymerisation der Monomere initiiert, wodurch innerhalb von Sekunden eine Klebeverbindung entsteht. In der Konservierung und Restaurierung wird Cyanacrylat hauptsächlich für die temporäre und/oder punktuelle Heftung von Fragmenten oder Hilfsmitteln (Omegahäkchen, Silikonmanschetten, etc.) verwendet, da er sich aufgrund einiger Eigenschaften, wie Sprödigkeit, geringe Reversibilität und geringe Altersbeständigkeit, nicht für dauerhafte, stabile Klebungen eignet. ",GFD582,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 155 - 158.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 192.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 97.",LEIZA,https://cameo.mfa.org/wiki/Cyanoacrylate_resin,,
F584FC,6,Q2,Loctite,,,,D9F783,,,LEIZA,,,
B572B5,4,Q2,Polyvinylbutyral,PVB,,"synthetisches, thermoplastisches Polymere aus der Gruppe der Vinylharze, welches durch Reaktion von Polyvinylalkohol mit Butyraldehyd hergestellt wird. In der Konservierung und Restaurierung wird es als Klebstoff, Bindemittel und Festigungsmittel eingesetzt. Polyvinylbutyral weist allgemein einige gute Eigenschaften für diese Verwendungen auf, wie hohe Transparenz, Reversibilität,  gute Haftung auf verschiedenen Materialien sowie gut Löslichkeit in einer Reihe von polaren Lösungsmittelns wie Ethanol oder Aceton, die jedoch je nach verwendetem Produkt variieren können.",A1D125,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S 145- 147.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 191.| DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung. ",LEIZA,,,
A974A4,5,Q2,Mowital B30H,,,"Produktname für ein PVB-Polymer der Firma Kuraray, wobei die Bezeichnung ""B30H"" hinter dem Markennamen ""Mowital"" eine Reihe von Eigenschaften dieses speziellen Produkttypens angibt. Für die Anwendung in der Restaurierung ist dabei vor allem die Zahl wichtig, da diese den Polymerisationsgrad angibt. Je höher die Zahl, desto höher ist der Polymerisationsgrad und desto höher ist die Viskosität des Polymers. Bei Mowital B30H handelt es sich demnach um ein Polymer mit mittlerer Viskosität. ",B572B5,,https://www.kuraray.com/uploads/5c4fa65dbe70f/160812_TDS_Mowital_B_EN.pdf,LEIZA,,,
F97896,5,Q2,Mowital B60H,,,"Produktname für ein PVB-Polymer der Firma Kuraray, wobei die Bezeichnung ""B60H"" hinter dem Markennamen ""Mowital"" eine Reihe von Eigenschaften dieses speziellen Produkttypens angibt. Für die Anwendung in der Restaurierung ist dabei vor allem die Zahl wichtig, da diese den Polymerisationsgrad angibt. Je höher die Zahl, desto höher ist der Polymerisationsgrad und desto höher ist die Viskosität des Polymers. Bei Mowital B60H handelt es sich demnach um ein Polymer mit höherer Viskosität. ",B572B5,,https://www.kuraray.com/uploads/5c4fa65dbe70f/160812_TDS_Mowital_B_EN.pdf,LEIZA,,,
DF5773,4,Q2,Polyvinylacetat,PVAC| PVA,polyvinyl acetate@en,"Durch radikalische Polymerisation von Vinylacetat-Monomeren hergestelltes thermoplastisches Polymer, das in fester oder flüssiger Form (als wässrige Dispersion oder Emulsion) bezogen werden kann. Verschiedene PVAC-Produkte werden in der Restaurierung häuptsächlich für Klebungen, Festigungen und als Schutzüberzug verwendet. Die Glasübergangstemperatur von PVAC liegt in etwa bei Raumtemperatur, was zu einem weichen und klebrigen Zustand führt und unerwünschte Adhäsion von Staub und Schmutz sowie das Verformen bzw. Versagen von Klebunge verursacht. ",A1D125,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S 137, 141.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 190.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 218/219.| DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",LEIZA,"https://cameo.mfa.org/wiki/Polyvinyl_acetate
http://vocab.getty.edu/page/aat/300014507 ",,
A447D9,5,Q2,Mowilith 50,,,,DF5773,,,LEIZA,,,
F16511,5,Q2,Mowilith D025,,,,DF5773,,,LEIZA,,,
AF8F61,5,Q2,Mowilith DV,,,,DF5773,,,LEIZA,,,
A42BD6,5,Q2,Ponal Classic,,,"Produktname einer wässrigen Polyvinylacetat-Dispersion, hergestellt von der Firma Henkel. ",DF5773,,https://epos.henkel.com/media/e9c8648a451fb9327893b72a85b8216d/Ponal_Classic/sds_ponal_classic_de.pdf ,LEIZA,,,
C838C1,4,Q2,Polyvinylalkohol,PVAL,,"thermoplastisches Polymer, welches durch Hydrolyse von Polyvinylacetat synthetisiert wird. Es ist beständig gegenüber Ölen, Fetten und organischen Lösungsmitteln, jedoch empfindlich gegenüber Feuchtigkeit. In der Restaurierung wird PVAL als reversibler Klebstoff für poröse Materialien, Bindemittel oder Beschichtungsmaterial eingesetzt.",A1D125,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",LEIZA,,,
D41661,4,Q2,Cellulosederivat,,,Überbegriff für chemisch modifizierte Cellulosen.,A1D125,,,LEIZA,,,
A44D5F,5,Q2,Celluloseether,,cellulose ether@en,"synthetisches Polymer, das durch chemische Veretherung von Cellulose hergestellt wird. Je nach geneuer chemischer Zusammensetzung des gewählten Produktes ergeben sich spezifische Eigenschaften wie Viskosität, Klebekraft und Löslichkeit. ",D41661,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S.163.",LEIZA,,,
DD4B75,6,Q2,Klucel® G,,,"Produktname eines wasserlöslichen, nichtionischen Celluloseethers auf Hydroxypropylcellulose (HPC)-Basis der Firma Ashland Inc. Es ist sowohl in Wasser unter 38 °C als auch in polaren organischen Lösungsmitteln wie Ethanol und Aceton löslich. Zu seinen herausragenden Eigenschaften zählen Thermoplastizität, Flexibilität ohne Zusatz von Weichmachern sowie die Reversibilität. In der Konservierung und Restaurierung wird Klucel G häufig als Bindemittel, Verdickungsmittel oder Klebstoff verwendet, insbesondere für wasserempfindliche Materialien wie Papier, Textilien oder Leder.",A44D5F,,"https://deffner-johann.de/de/klucel-g-pulver.html| https://www.schmedt.de/klucel-g-hydroxypropylcellulose-nichtionischer-wasserloeslicher-celluloseether/36161001 | Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S.163.",LEIZA,,,
F84988,6,Q2,Methocel A4C,,,,A44D5F,,,LEIZA,,,
A9A929,5,Q2,Celluloseester,,cellulose ester@en,"synthetisches Polymer, das duch die chemische Modifikation (Veresterung) von natürlicher Cellulose mit organischen Säuren oder Mineralsäuren hergestellt wird. ",D41661,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",LEIZA,,,
GC7998,6,Q2,Cellulosenitrat,,cellulose nitrate@en,"synthetisches Polymer, das durch die Veresterung von Cellulose mit Nitriersäure (Gemisch aus konzentrierter Salpeter- und konzentrierter Schwefelsäure) hergestellt wird. Vermischt mit Weichmachernund gelöst in Lösemitteln wird es seit dem späten 19. Jh. als eines der ersten synthetischen Harze im Bereich der Konservierung/Restaurierung verwendet. Cellulosenitrat zeichnet sich durch eine Reihe von Eigenschaften aus, die es als beliebtes Konservierungsmittel erscheinen lässte (z.B. schnelle Trocknung, einfache Handhabung, gute Haftung auf verschiedenen Materialien, hohe Glasübergangstemperatur, etc). Allerdings neigt es zum vergilben und zeigte bei durchgeführten Studien (Oddy-Test) korrosiove Wirkung auf Metalle.",A9A929,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 214 - 216.| Steger, S., Eggert, G., Horn, W. et al. Are cellulose ethers safe for the conservation of artwork? New insights in their VOC activity by means of Oddy testing. Herit Sci 10, 53 (2022). https://doi.org/10.1186/s40494-022-00688-4 ",LEIZA,https://cameo.mfa.org/wiki/Cellulose_nitrate,,
FD8AG2,7,Q2,Pantarol® Metallschutz Nr. 100,,,Produktname eines farblosen Harzes auf Cellulosenitrat-Epoxidharz-Basis der Firma Edelweiss Industrielacke Lutzenberger GmbH.,GC7998,,https://www.pantarol.de/shop/metallschutz-innenbereich/pantarol-r-metallschutz-farblos-nr.-100/,LEIZA,,,
C65F47,7,Q2,Mecosan L-TR,,,,GC7998,,,LEIZA,,,
GC6999,7,Q2,Zaponlack,,,,GC7998,,,LEIZA,,,
A5D2D1,7,Q2,Archäocoll 2000 N,,,"Produktname eines cellulosebasierten Spezialkleber, der speziell für die Restaurierung von Keramik entwickelt wurde. Er eignet sich besonders für spröde und poröse Materialien wie vorgeschichtliche Keramik und zeichnet sich durch schnelle Trocknung, sehr gute Benetzung und Reversibilität aus. Archäocoll 2000 N lässt sich leicht mit Aceton entfernen und ist dauerhaft reversibel, was eine spätere Demontage ohne Schaden ermöglicht. Aufgrund seiner mechanischen Eigenschaften, die an die der Keramik angepasst sind, und der geringen Vergilbung eignet er sich gut für die Klebung und Keramik, sollte jedoch aufgrund potenzieller Korrosionsrisiken für andere Materialien in Vitrinen mit Vorsicht verwendet werden.",GC7998,,"https://www.kremer-pigmente.com/elements/resources/products/files/98500.pdf| Ziegler, J., Kuhn-Wawrzinek, C., Eska, M. und Eggert; G., 2014. Popping stoppers, crumbling coupons – Oddy testing of common cellulose nitrate ceramic adhesives. In: J. Bridgland, Hrsg. ICOM-CC 17th Triennial Conference Preprints, Melbourne, 15.–19. September 2014. Paris: ICOM, art. 0505. ",,,,
F89522,4,Q2,Polyethylenglycol,PEG,,"synthetischer Polyether aus sich wiederholenden -CH2-CH2-O-Monomeren, der durch Polymerisation von Ethylenoxid hergestellt wird. PEG kann in verschiedenen Molekulargewichten bezogen werden, wodurch sich unterschiedliche spezifische Eigenschaften ergeben. Je länger die Molekülkette (je höher die Zahl hinter PEG), desto höher die Viskosität des PEGs. In der Konservierung und Restaurierung wird PEG hauptsächlich als Festigungsmittel für wassergelagerte organische Materialien (z.B. Holz oder Leder) verwendet. Das hygroskopische Polymer ersetzt dabei das Wasser in den Zellwänden, stabilisiert die Objektstruktur und verhindert beim Trocknungsprozess ein Schrumpfen und Reißen des Materials. ",A1D125,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 188 - 193.",LEIZA,,,
DF633G,4,Q2,Melamin-Formaldehydharz,Melaminharz,,"Durch Polykondensation von Melamin und Formaldehyd hergestellter Kunststoff, der hauptsächlich für die Konservierung archäologischer Hölzer verwendet wird. Melaminharze ist durchsichtig, lichtecht und wasserfest, zusätzlich weist es eine hohe mechanische Festigkeit sowie eine gute chemische Beständigkeit gegen schwache Laugen und Lösemittel auf. ",A1D125,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989).",LEIZA,,,
BGACD3,5,Q2,Arigal C,,,"Produktname eines wasserverdünnbaren Melamin-Formaldehydkondensats der Firma Ciba. Es wurde in den 70er Jahren für die Konservierung von archäologischen Hölzern verwendet, dann allerdings vom Markt genommen und durch das Nachfolgerprodukt Lyfix DML ersetzt. ",DF633G,,KUR Database - https://www1.rgzm.de/kur/ ,LEIZA,,,"H. Müller-Beck/A. Haas, A method for wood preservation using Arigal C. In: Studies in Conservation 5/4 (1960), 150 – 158."
D2F2D5,5,Q2,Lyfix DML,,,,DF633G,,,LEIZA,,,
